Tern,Thrush,Tick,Tiger,Tiglon,Toad,Tortoise,Trout,Tuna,Turkey,Turtle,Tyrannosaurus,Urial,Vicuna,Viper,Vole,Vulture,Wallaby,Walrus,Wasp,Warbler,Weasel,Whale,Whippet,Whitefish,Wildcat,Wildebeest,Wildfowl,Wolf,Wolverine,target
4856.191341503756,-49.659245831056936,-1.267633822454822,s,False,s,-24.60609475098851,-421.915944600037,-92028.55534347048,78643.41682418538,-167121657856.0,58.74873180438762,c,,1604.9676902895033,-5668607.0366624,e2,,36132.55619510361,-0.121497454010278,g3,b,-1260409.8182968348,-1.3420721516724214,-35362297.530919775,-304.3906583669806,-0.5674219070900656,b,w1,x,0
-248833.65854008263,0.0,-1.067741157761974,v,False,l,-21.507288113998573,-433.7621500157946,-57501.430987686326,117218.69994196217,-167121657856.0,57.83991492471699,a,,2392.218366162499,-3931841.749558255,v1,-3864473.052243393,6197.781613566403,0.1760481221533141,f1,b,-1965766.4023025446,-1.1891226413511036,-35363073.76623464,106.00492830169605,0.5270303411731094,b,z2,m,0
-239214.08772893928,-49.659245831056936,-0.8671699334370384,s,,l,-15.507724911212815,-451.3187239115092,-23557.470364916517,48838.51183038805,-7.368776879158989e+16,59.68552497356395,e,,996.7043230691438,-7528794.599451095,k1,,67105.15352706175,1.9567295744323598,y2,a,-3111733.502024539,-1.3419662702063961,-35363899.86780025,-146.89928633529973,-0.1640213426664101,b,z2,m,0
134717.90909752977,-49.659245831056936,-0.5482217925045453,s,False,u,-9.238852851229076,-501.26290060711176,-30828.272151519748,5202124.683404566,-7.368776879158989e+16,63.64150173579,e,,106165.80986539884,52744788.481569424,k1,-8896752.366320059,102235.40657761185,1.4871036921725203,j1,a,21235677.14279516,-1.342071140233262,-35364931.60592635,388.5284630976755,0.288099682547856,b,d2,z,0
-50684.65749319119,-49.659245831056936,-1.1869266259360436,s,False,l,-24.22993751631435,-431.0217524291749,-96299.27274953037,48987.470906236944,-1234871245824.0,65.75679262475786,b,,999.7443042089192,4446346.0424580425,o2,-2522647.860380832,2772.5247367529582,-0.09977688889916392,f4,b,-1238369.7274242751,-0.9326870230880935,-35363482.52378503,-215.14010266244065,-0.06957007324002251,b,w1,x,0
-227749.9522100186,-49.659245831056936,-1.126135980184845,s,,l,-22.54722248553565,-387.2497337750566,-96157.02939367451,60414.557755486014,-3.294285014579562e+18,61.02413168831775,c,,1232.9501582752257,6170897.675781488,c1,,7914.784508626371,1.4829275614615616,v4,b,1745080.258402314,-1.3420721541097962,-35364821.42175442,-43.915070803108165,0.40557145703898945,b,s2,x,0
-234256.18914630872,0.0,-1.2395241896475624,s,False,l,-25.077831847662488,-387.9689623497285,-18263.429272197274,52324.17260343329,-183269622472704.0,58.80262322310608,e,,1067.8402572129262,1136288.0146551281,x2,,42148.88042346212,3.149106773651079,y2,b,-1316742.3943398446,-1.341995307349374,-35363894.27908919,1819.9970260684931,-0.26579999408457516,b,s1,x,1
-1541.977963034995,-49.659245831056936,-0.9788039888973753,s,False,l,-18.097036847313827,-437.5421849033862,-4472.561067035727,251659.18975894726,-9124529627136.0,65.60372982885382,d,,5135.901831815253,-6199760.610125408,z2,,70973.94928367015,-1.2870980022136853,o3,b,2541381.8514799923,-1.3420599504034543,-35363971.8232363,-222.91840625226044,-0.003229388209718631,b,s2,m,0
-80294.10771593283,0.0,-0.36010107251781487,v,,i,-4.3489328875872815,-533.6129483151598,-91066.43449661312,12509084.846800338,-61480622080.0,59.018293784326445,c,,255287.4458530683,110726143.1512971,h1,,12335.114831511408,-0.37851369933893,k2,a,7440840.552357318,-0.6966423323933929,-35365744.4421163,77.73004551000031,0.37080070110858854,b,k1,j,0
93375.15313685045,-49.659245831056936,-1.35545869742501,s,False,l,-29.066257306022422,-402.4471939007859,-3535.185345699705,60265.77473723075,-183269622472704.0,60.98432204806694,e,,1229.9137701475695,-3086041.600845784,d1,-19020996.762899682,75543.59138208187,1.3654847965791326,m3,b,-663232.0966247879,-1.3418154692595157,-35364478.3038336,1975.4939823756558,0.3750467987177768,b,s2,x,0
-334852.1751143325,-49.659245831056936,-0.5513474784859104,s,False,s,-11.131382817167811,-476.64351754668445,-70189.54364356474,1246354.3838025534,-183269622472704.0,64.2273621538018,d,,25435.8037510728,-13618377.907143772,a1,-19981514.073235862,151752.97138294321,1.02286177588366,g1,a,-5053632.359206339,-1.3420721541097955,-35365727.53496124,317.659563775788,-0.20117320067866495,b,z2,h,0
104798.84912302386,-49.659245831056936,-0.9139239304365505,s,False,l,-18.24959142863969,-396.61396699242255,-56490.33117350816,102330.4991822489,-22617457664.0,65.3248944185903,a,,2088.377534331614,647217.4825314879,n2,,21745.296405040113,0.42351806169705397,h1,b,771190.7885359526,-1.342054610636432,-35365901.466107376,1977.728085902244,0.3815599785564616,b,s1,x,0
-361572.2715050155,-49.659245831056936,-1.261743427427544,s,False,l,-23.941903209962014,-392.51268634324174,-95744.06559921106,72637.00876819414,-1.3845709221528417e+18,64.56300824485906,e,,1482.387934044779,5603873.185655519,o1,,81689.1011059856,1.2983369362533554,r4,b,432672.3300761115,-1.3420721540962033,-35364539.941706814,-334.34663907495326,0.17916727366223018,b,z2,x,0
138074.85544223065,-49.659245831056936,-0.36223117117271375,s,,l,-6.04927375270573,-504.91235493762144,-12016.78641455884,978522.0695133253,-22617457664.0,61.048401062995225,e,,19969.838153333047,-5029324.833907679,r1,-9576011.611782232,26627.18806566041,2.270846933741214,f1,a,-3039273.8781094337,-1.3420619283257662,-35364838.66270151,-284.03099683855476,-0.3090423710321532,b,k1,s,1
401652.2446855248,0.0,-0.8870288160015554,s,,s,-18.845080846637508,-443.51807159783107,-89374.56410306487,214518.32561977126,-22617457664.0,60.347005677207115,c,,4377.925012648394,8371454.511973664,z2,-15404154.540110558,74438.66551444646,-0.23668528016575152,n2,b,8121183.041317796,-1.3384155134623925,-35365982.20459876,2443.373674688354,-0.04358876646064225,b,j1,r,0
-68404.57675397216,-49.659245831053035,-0.9153661037963096,s,,l,-19.710949861028098,-469.9058463373112,-86352.93521216142,1484417.3128261198,-3680482073740288.0,63.44695310654508,e,,30294.23087400235,19038379.673256785,j2,-16675420.31152943,125571.35025997758,0.9822601314433406,s3,a,-4693956.414744809,-1.3420677776561747,-35366138.136857726,-288.42926319462947,0.39230703078321527,b,k1,h,0
20310.81154423376,-49.659245831056936,-1.2560822136439624,s,,l,-25.716697909381423,-424.9189686212268,-66616.97489015211,79779.41144882052,-167121657856.0,61.54040000918153,d,,1628.1512540575577,-4416717.830195636,o1,-19644709.039938696,87074.78037841039,2.758269470409491,w2,b,-1262644.9331035838,-1.2949685146937422,-35363738.74132204,-295.2426894750499,-0.23863150422712254,y,s1,x,0
-259010.9658684139,-3.708535700752691e-10,-1.0909624521134562,s,False,l,-24.57182563380026,-396.1780526861204,-91942.79669408011,70309.21123982509,-167121657856.0,60.05280819948267,c,,1434.8818620372465,-11613263.378556214,c1,-10111617.9182225,28105.003545314903,-0.32798802096619806,o4,b,-3071662.0787495067,-1.3420721220105647,-35365895.63773229,-342.7901376041698,0.14584402713346822,b,s1,s,0
210774.56619920983,-49.659245831056936,-0.7665874297557576,s,False,l,-13.23678385142026,-447.1863339932901,-41018.99136594944,352093.68585077015,-1234871245824.0,64.74547421954318,a,,7185.585425525941,-11085669.997768551,w1,-5908104.636196017,13888.373916602055,-0.6732801687659045,t4,b,-2788822.092457149,-1.3420719184958814,-35364542.347632624,-318.664469113446,-0.0805688623941817,b,m1,s,0
-187919.67696536056,-49.659245831056936,-1.345602967379751,s,False,l,-28.655617898912098,-395.41393366878606,-94788.42864623002,73349.17055116115,-9124529627136.0,61.13091335847019,b,,1496.921847982876,3825440.758804545,d1,-14748319.010791332,78149.42845540948,1.0367945323978367,x4,b,-573963.363065388,-1.3420618954005332,-35364852.339594945,-67.76519673142309,0.15419830709684512,b,r2,x,0
-227445.48873935445,-49.659245831056936,-0.8156191733538333,s,False,l,-16.045806475589387,-426.845762006002,-40808.966531952006,251992.31749823748,-67421482202112.0,61.310184436788205,d,,5142.700357106901,112542.54494354129,v1,-10576597.440451361,9310.19544815133,-0.6357033185014707,p1,b,-613669.9329983946,-1.341992269950996,-35366048.30346494,7212.7854278981395,0.16066286933217366,b,s1,x,0
168203.65143313556,-49.659245831056936,-1.0922422699697916,s,False,s,-22.48101147002138,-428.6834542659964,-95578.67268092681,183715.06829064415,-167121657856.0,62.150697544385125,e,,3749.287107972331,-7477786.948914409,b2,-12047829.280876432,67252.48456005716,-0.9073525937848134,f4,b,-4982778.91644972,-1.323809200557788,-35364703.88778808,94.04975013216972,-0.15992519102232905,b,r2,s,0
-55897.6145011583,-49.659245831056936,-0.3208368136064421,s,False,s,-2.5084914178706654,-530.336750685754,-77102.52837975045,4874603.575179653,-1354117269583872.0,65.56249504891457,d,,99481.70561591141,6963853.550492957,z2,-15037654.10959542,2437.044102558714,-0.9513325967447237,c2,a,-5468959.862462622,-1.3419586183988725,-35364130.891702555,133.28653938301534,-0.06357131670304283,b,r2,h,0
-230963.81240770608,-49.659245831056936,-1.267633822454822,s,False,l,-24.60609475098851,-421.915944600037,-92028.55534347048,78643.41682418538,-22617457664.0,61.31832348708885,a,,1604.9676902895033,-5668607.0366624,e2,-14178833.119649636,36132.55619510361,0.3299745728708776,h4,b,-1260409.8182968348,-1.342072154104197,-35362908.864152856,1114.8612902581926,-0.3432074682070736,b,k1,x,0
-121506.6770859522,-49.659245831056936,-1.0678890485191246,s,False,l,-20.698668527532053,-440.6937916407295,-95159.96360652131,56199.59137850674,-3356727743488.0,59.31983037207792,e,,1146.9304362960586,2486425.305952415,e2,-15499126.012747938,38934.73276657224,1.848487530133428,x4,b,-1644551.4734245278,-1.342072152133141,-35364388.57116592,-147.24559409781233,-0.3580434535980923,b,k1,m,0
414448.6902734843,-49.659245831056936,-1.2673651840195554,s,,s,-24.78112783160544,-385.49555541911036,-24340.480266978688,116364.23408249403,-3356727743488.0,59.71108551501278,b,,2374.7802873978376,-87012.08788572252,o2,-4244370.110802822,3591.2179319248585,-1.57875330220346,g1,b,508347.10729498044,-1.3420721541097962,-35364972.34563037,-260.15679592560844,-0.166572875104877,b,r2,x,0
-208706.21600734777,-49.6592458310561,-0.680206323776814,s,False,l,-12.189972399865322,-453.15942249951644,-10734.567436473284,277176.1230839306,-167121657856.0,59.42869358269107,e,,5656.655573141441,16872781.230960295,o1,,96322.32752822003,3.7958852681978623,g3,a,3015963.663231775,-1.3414826170277043,-35363563.191267915,-70.68846555432805,0.06791566005171246,b,s1,s,1
21314.769132489106,-49.659245831056936,-1.0324929645434588,s,False,l,-18.88388967949336,-392.67175295691743,-96181.83244226359,78748.08304017123,-5.327236817704489e+17,64.17880032408317,b,,1607.1037355137025,8094466.553112909,k1,-16194962.72424801,55922.69139721622,1.613830582228543,y2,b,1675387.0807933807,-1.342066939765088,-35364955.92721903,-325.25651820920285,0.7588370004580482,b,m1,m,0
-19006.93992958241,-49.659245831056936,-0.6894502332111564,s,,l,-12.865028197692542,-435.9635273949357,-13016.885296727676,150040.55220359666,-1.9914067354637926e+17,63.213580781084126,a,,3062.0520857876886,-4947804.605278954,d1,,80897.28211553831,4.199492625013631,o3,b,1279644.4931032658,-1.3420625722832615,-35365125.96400389,269.4394367099395,-0.1225094948819454,b,m1,m,1
184647.59043135872,-49.659245831056936,-0.6968885815592427,s,,l,-13.490279794941326,-458.9228609293624,-38966.89839745387,204213.83377696003,-24803025359872.0,56.85787526452571,a,,4167.629260754295,-5034915.889883503,p1,,32575.47824626356,1.801797345020751,u2,a,-1543542.1063718796,-1.3415537673105782,-35360850.39972235,2.437703070187581,-0.23366722621480063,b,s1,m,1
-234446.1853786696,-49.659245831056936,-1.3605016386964597,s,False,s,-30.55010204192351,-372.1651908085837,-45709.889360852096,64715.341168382976,-22617457664.0,65.05584615686115,e,,1320.7212483343508,-3333844.3796011508,z2,-15850161.785454348,43006.03148243761,-0.22125302889397314,e3,b,-425371.7600295786,-1.3412754514149423,-35363432.45931049,2528.6386995914545,-0.29851432077822326,b,k1,x,0
14286.946992776473,-49.659245831056936,-0.7161696894324261,s,,s,-12.662159019699835,-510.92737618548836,-8134.5392410481,486976.36756449763,-9124529627136.0,61.99682028267034,e,,9938.293215601987,4077910.0178753883,a2,,141319.18795761076,5.200859072820444,h4,a,-3431696.624988579,-1.3420718845309387,-35363297.75919882,172.05746551574907,-0.1700693068837682,b,k1,s,1
-210677.51598394892,0.0,-1.0749470121966533,s,False,l,-19.38329118066933,-438.7732802932935,-29000.389400392174,88932.16426147852,-22617457664.0,56.42219355713068,e,,1814.9421277852737,-5718959.053980306,o1,,86112.72882294307,0.7056133494136445,g1,b,-980466.7909628898,-1.3414229754114422,-35364188.96882595,-30.73428245115076,0.3116687900025734,b,z2,x,0
-29427.077228779148,-49.659245831056936,-1.0991608760498393,s,,l,-22.56924287702261,-389.21814474161357,-77611.06106867004,60463.398535063105,-5.327236817704489e+17,58.62596610981226,d,,1233.946908878838,-1822989.4604667574,b1,-3479368.647465091,4425.011677810749,-1.3110681623712221,e3,b,-1570108.6644902434,-1.3420717337427965,-35362677.11113696,-314.1710109709026,-0.048743713282911494,b,z2,m,0
-170755.86011622654,-49.659245831056936,-1.007580422226441,s,,l,-19.96632037856229,-426.4260195307559,-95000.73866518291,124483.02831143094,-61480622080.0,65.91064187545284,b,,2540.469965539407,2281718.059626505,k1,,56462.89918390828,-1.2147530731923495,r4,b,1309138.5884130448,-1.3420721541097962,-35363052.513203144,-271.5150059579936,0.7056484880998466,b,k1,x,0
-186488.4002316055,-49.659245831056936,-1.2291645175547146,s,False,l,-27.00704243524412,-394.8549853479211,-92377.91652424779,53934.67182128768,-24803025359872.0,58.521356790914425,c,,1100.707588189539,1069310.0846618265,o2,-20265740.6855277,91530.27997218005,2.4675423405411436,o4,b,-545869.8602704424,-1.342071610968699,-35364174.0409301,-374.2939340651491,0.10179050223820185,b,s1,x,0
48514.66582650709,-49.659245831056936,-0.7421535075084424,s,False,s,-16.308025977943828,-474.30349648247494,-56280.480341155686,139717.52856453278,-67421482202112.0,58.78110970902415,a,,2851.3781339700568,-8556582.303023279,p1,,33650.49763623655,0.87787643292858,m3,a,-3337603.9266873794,-1.339936515039679,-35365765.79851522,197.35691279554158,1.4939131669873487,b,e2,r,0
-9693.025386903842,-49.659245831056936,-1.2620185177640257,s,False,u,-24.872690860780487,-405.24512169193764,-48422.81483140359,62164.7184895754,-7.368776879158989e+16,63.6695577063723,a,,1268.667724277047,2038918.984987408,x2,,45054.54978420653,0.7842473921859987,t4,b,-1431917.967786651,-1.342072105626897,-35362703.620490015,-259.87027645773424,0.13729871910567704,b,s2,x,0
-138765.67715926166,-49.659245831056936,-0.5112403272434954,v,False,z,-9.009364253998033,-505.7650192264535,-49880.015307904905,2005545.4093665918,-454283759616.0,64.8746195707828,c,,40929.498150338906,39715542.121029824,d1,,176340.58227797365,-0.534340358888993,p2,a,23849137.233836345,-1.341827441122161,-35363949.500314504,452.4157495615581,0.26285796480288004,b,s1,y,0
-85801.79507349123,-49.659245831056936,-0.760783216172398,s,False,l,-14.225563111630962,-453.09928780087773,-14633.208523287234,324171.31268877623,-61480622080.0,63.25727726253719,e,,6615.741075281139,16546365.427359149,b2,,100568.06322397965,1.3280915636507091,b1,a,-1159194.14179896,-1.3420721541097962,-35363583.51422352,-209.95090413044377,-0.20313071391068538,b,k1,m,0
77457.38506315282,0.0,-0.9377875011476946,s,,l,-17.68843668329097,-430.2480276485709,-38182.65227672746,124416.36272476304,-183269622472704.0,59.23144568057373,c,,2539.10944336251,-4757812.929074571,e2,,30277.692194073858,-0.8102702939867296,e3,b,-1760185.1265775766,-1.3420668601303931,-35364591.18735416,2114.3612079293453,-0.009540115870210975,b,k1,x,0
-243985.9256282223,-49.659245831056936,-0.4420409810765301,s,,l,-7.809915496369008,-509.46496912485554,-66962.45956640008,518899.47318676766,-22617457664.0,57.419309444024776,d,,10589.785167076949,9614047.415855557,c1,,32704.375655920307,-0.3637229012330998,g2,a,10600929.525507672,-1.3150305774744142,-35363865.78593688,2117.336371308993,-0.058923522150966634,b,m1,h,0
-326027.82383379404,-3.552713678800501e-14,-0.5782699614696081,s,False,s,-9.077479499567175,-458.31544594578384,-90667.61747402565,225163.8006259216,-7.368776879158989e+16,57.742231287626865,c,,4595.179604610658,-14257026.368142217,b1,,52601.32294205685,-0.04888433663321656,p2,a,-1132606.7853213102,-1.342032954825214,-35364843.01019591,1240.0270090097938,-0.14906717417742854,b,i2,m,0
82851.67093986628,0.0,-0.9064979482324587,s,False,l,-17.136892836764268,-430.0624652260392,-96215.19675007688,70817.63565231182,-1234871245824.0,64.50853298458514,b,,1445.2578704553432,7262227.229240492,p1,-11736941.426216263,29872.238202375345,-1.6601473175282648,y2,b,-465161.97427568585,-1.341056978685682,-35365182.35977999,-13.113862265737112,0.07754940058518489,b,s1,m,0
172496.2024104456,-49.659245831056936,-0.1555104351426715,s,False,z,-0.7582456777159585,-571.7561083103333,-93621.50609544753,7555470.779462216,-61480622080.0,63.729151103852715,b,,154193.28121351483,-8889816.287049621,h1,,5350.586819582193,-0.1205021824916519,x2,a,8526390.780666461,-1.3289753377875617,-35365171.69603521,53.63161572523654,0.6215482814319095,b,i2,y,0
-145167.19323072405,-49.659245831056936,-0.9503524747010016,s,,l,-17.471766519933368,-407.70402475827484,-36290.926427873565,141150.2168501469,-3.294285014579562e+18,55.59991252987758,e,,2880.616670411162,-2322438.106236741,o1,-9324221.36145378,91157.03348501479,-0.6309735734816915,f1,b,-1145677.2136702426,-0.6819173561920394,-35364622.62456935,707.0072920947233,-0.4578760902520016,b,g1,x,0
-98643.40580544149,-49.659245831056936,-0.7729818015182666,s,,s,-14.105290692690215,-445.75613712487257,-5065.742474506595,116144.50051138368,-24803025359872.0,64.91822639640134,e,,2370.2959288037523,11840332.906977415,e2,-12522199.027952194,37377.50038322423,2.373196056703976,r3,b,-1303289.0947588775,-1.3420721541058276,-35364972.991102755,2265.6527915298907,-0.06599397176503485,b,k1,m,1
-272693.564289545,-49.659245831056936,-0.5916822673719999,s,,s,-12.989346325077808,-470.31537592403396,-18392.261862839703,1691093.8780663456,-183269622472704.0,59.26459718366396,a,,34512.11996053777,7077651.092186183,b1,-1399721.117908273,14408.624608418195,0.272050425447784,h3,a,13012873.571325706,-1.3420330675809973,-35363852.94883981,4292.8301163297065,0.2024279136312659,b,s2,r,0
-113555.81971634185,-49.659245831056936,-0.5735371797396313,s,,s,-10.558974384363665,-525.0737509148029,-5960.5133588655735,1407466.3241381526,-61480622080.0,63.351300892022564,e,,28723.802533431546,8798837.535100237,b2,-19898160.882418945,148623.8007373908,-0.22913067132565734,e3,a,9405009.084849538,-1.34089226791895,-35365561.56195545,-202.26547390908553,0.21501589623521733,b,z2,h,0
152982.1784628565,-49.659245831056936,-1.3481583885440471,s,False,l,-28.877058782894835,-361.7038792012826,-84006.5018664049,27780.928089710345,-1.9914067354637926e+17,61.81631747646374,e,,566.9577161165432,-5428741.036645547,z2,-17729751.99921981,63084.260395656485,0.965456917882862,y3,b,-1167680.0336520374,-1.342072154085326,-35362564.1010785,5645.308375098197,0.20197520732162844,b,k1,x,1
135669.33220444067,-49.659245831056936,-1.3794906246014604,s,,l,-28.571195732442774,-413.62961202046426,-95818.54939053877,28246.442845505066,-454283759616.0,64.94891100748036,d,,576.458017255204,2143973.618183568,o1,,39913.29890651761,-1.184281630618176,x4,b,-1012303.432106398,-1.342072146377256,-35363681.755688414,-120.05294184441033,0.26331813499818746,b,r2,x,0
-114653.19888281304,-49.659245831056936,-0.9529475438388939,s,False,l,-17.40372931657958,-446.878323725054,-73754.6041662472,57196.45025308622,-9124529627136.0,64.16504410788238,d,,1167.274494960947,2664383.602734491,e2,-11942451.912765754,35946.587627615234,0.876872787582297,q4,b,1773566.0279778913,-1.3383879417351805,-35364132.14073675,-2.343396872148105,0.058837492681321435,b,m1,s,0
250657.52769792237,-49.659245831056936,-0.9909370146018659,s,False,s,-20.535849834041628,-437.797343534536,-48351.86309797128,175010.54341371055,-2.716613993602867e+16,65.10650164950732,a,,3571.643743136947,27607946.22725074,x2,,112220.51188312907,1.2887092510836717,h1,b,4530198.776248798,-1.3420616136699215,-35364339.401674174,-123.52203756605724,-0.23991994646259168,b,j1,r,0
-285710.78450625256,-49.64465231387508,-1.2835966412203166,s,False,l,-27.183817418108017,-403.25570081407517,-46235.92736965197,44222.1457090311,-1.0001703638436864e+16,57.6199083133133,c,,902.4927695720615,-5784610.008855984,c1,,26849.00006148823,-0.025964495211704852,e3,b,-1036506.9528123252,-1.3419435404703033,-35360715.567764975,4268.241768691782,-0.3783716261143209,b,m1,x,0
38815.20335401426,-49.65922352526254,-0.7824087923214964,s,,s,-14.435078364684085,-473.508312753888,-12772.901417339526,52107.15427196281,-183269622472704.0,61.03018408926988,e,,1063.4113116727142,-15123519.117426135,f2,,40841.66450031797,0.37277063891780915,u4,a,-2033396.0967894765,-1.3420721541092244,-35363594.118778646,3852.1946073017557,-0.057302705641762985,b,k1,s,0
36500.438095918274,-49.659245831056936,-0.7513980413203226,s,False,s,-15.202564240698997,-454.57833444757887,-39669.199412149836,314723.1585015911,-1.0001703638436864e+16,61.74067793052364,a,,6422.921602073277,22338596.768931136,o1,,91166.2455145158,-0.447278172549191,h1,a,4141915.663555583,-1.3369092946847339,-35365142.80561806,1370.28687619541,-0.18541079278294992,b,z2,s,0
205937.42039972643,-49.659245831056936,-1.3478129863593782,s,False,l,-27.55518520202532,-426.10529442383205,-79509.27244645884,39667.787132052676,-61480622080.0,59.88077111696217,d,,809.5466761643411,-4007519.9780083,p1,-9488496.023864614,29595.31130385752,2.1598924775805433,l4,b,-1584411.0994305257,-1.3420721182481241,-35365184.18555731,669.4100483936589,-0.3749574414990086,b,k1,x,0
-173246.9087469129,-49.659245831056936,-1.3030585063904436,s,False,l,-30.503495230908506,-386.00646983711954,-85913.51134840627,61161.22429695468,-1234871245824.0,63.72763028850879,c,,1248.1882509582608,-6481582.014569402,c1,,25253.01930358374,-0.5604363545238533,r3,b,-1368199.8773472141,-1.3420721017646648,-35363965.694730744,-143.58266201125457,-0.22810261524641412,b,k1,x,0
29489.596494977595,-49.659245831056936,-0.8016452572007893,s,,l,-16.28684454027204,-445.6116527076575,-35061.538437254225,204623.51118660223,-3356727743488.0,57.79366378809014,a,,4175.990024216365,-1737459.9174628258,n2,,22949.853494019455,1.7858310818951726,t4,b,-2380595.770083651,-1.341895870842216,-35363524.2323604,-253.99614925888648,-0.2936784308266134,b,k1,m,1
-361451.9097184498,-49.659245831056936,-1.06892331256524,s,False,l,-21.43763075425386,-419.82228536149273,-95482.0273745702,72236.64216034586,-22617457664.0,66.0074812445992,b,,1474.217186945836,-8154248.116409376,b2,-16839641.402777795,63585.71568808637,0.19228291240314266,r4,b,-1365108.2950367723,-1.3420719698132757,-35365658.53022342,-288.8895423638004,-0.4669155409136958,b,s1,x,0
-59141.46113779221,-49.659245831056936,-0.6622059876700902,s,,u,-12.110728334385353,-491.13507248590383,-10084.36088562099,287671.7007036818,-3680482073740288.0,61.05489590289936,c,,5870.851034769017,20960103.16055782,h2,-16358974.568563528,111757.12256741288,0.6638382619971834,o3,a,-4950989.045939719,-1.3420715784243136,-35362452.44823703,361.947553658576,1.0329373166837645,b,k1,h,0
